Filename,pslist.nproc,pslist.nppid,pslist.avg_threads,pslist.nprocs64bit,pslist.avg_handlers,dlllist.ndlls,dlllist.avg_dlls_per_proc,handles.nhandles,handles.avg_handles_per_proc,handles.nport,handles.nfile,handles.nevent,handles.ndesktop,handles.nkey,handles.nthread,handles.ndirectory,handles.nsemaphore,handles.ntimer,handles.nsection,handles.nmutant,ldrmodules.not_in_load,ldrmodules.not_in_init,ldrmodules.not_in_mem,ldrmodules.not_in_load_avg,ldrmodules.not_in_init_avg,ldrmodules.not_in_mem_avg,malfind.ninjections,malfind.commitCharge,malfind.protection,malfind.uniqueInjections,psxview.not_in_pslist,psxview.not_in_eprocess_pool,psxview.not_in_ethread_pool,psxview.not_in_pspcid_list,psxview.not_in_csrss_handles,psxview.not_in_session,psxview.not_in_deskthrd,psxview.not_in_pslist_false_avg,psxview.not_in_eprocess_pool_false_avg,psxview.not_in_ethread_pool_false_avg,psxview.not_in_pspcid_list_false_avg,psxview.not_in_csrss_handles_false_avg,psxview.not_in_session_false_avg,psxview.not_in_deskthrd_false_avg,modules.nmodules,svcscan.nservices,svcscan.kernel_drivers,svcscan.fs_drivers,svcscan.process_services,svcscan.shared_process_services,svcscan.interactive_process_services,svcscan.nactive,callbacks.ncallbacks,callbacks.nanonymous,callbacks.ngeneric
Spyware-TIBS-8217ae4fbd1555e6e06a5d3f18231377941f07d100b5ad62a8b31b9f1b64703e-3.raw,45,18,9.777777777777779,0,205.7111111111111,1785,39.666666666666664,9257,205.7111111111111,0,674,3147,48,804,801,111,674,134,217,282,50,94,50,0.027262813522355506,0.05125408942202835,0.027262813522355506,3,3,18,1.0,2,0,2,2,6,4,8,0.0425531914893617,0.0,0.0425531914893617,0.0425531914893617,0.1276595744680851,0.0851063829787234,0.1702127659574468,138,389,221,26,24,116,0,122,86,0,8
Spyware-TIBS-589f74cdc865423cfb901a43f8fddab707b0e509a1053e15379dc61562f8659f-1.raw,32,13,12.375,0,193.25,1176,36.75,6184,193.25,0,562,1938,33,428,661,81,406,92,88,189,36,67,36,0.02972749793559042,0.05532617671345995,0.02972749793559042,2,2,12,1.0,3,0,3,3,7,5,8,0.08571428571428572,0.0,0.08571428571428572,0.08571428571428572,0.2,0.14285714285714285,0.22857142857142856,137,385,220,26,23,114,0,115,88,0,8
Spyware-TIBS-7651d72f90c1aaecc18a032dd6140ec4def8a836e7efcfc83b9a3389345dcb10-10.raw,38,15,9.631578947368421,0,202.0,1437,37.81578947368421,7676,202.0,0,639,2679,40,627,638,94,580,107,135,226,44,81,44,0.030136986301369864,0.05547945205479452,0.030136986301369864,3,3,18,1.0,2,0,2,2,6,4,8,0.05,0.0,0.05,0.05,0.15,0.1,0.2,138,389,221,26,24,116,0,119,86,0,8
Spyware-TIBS-87163ea3765848c449bf0ff0549bacf6a38706b9004b2262e20b822fb5f4e852-9.raw,37,14,10.18918918918919,0,215.16216216216216,1452,39.24324324324324,7961,215.16216216216216,0,630,2814,40,672,662,92,594,113,160,230,42,78,42,0.028668941979522185,0.05324232081911263,0.028668941979522185,3,3,18,1.0,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.10810810810810811,0.05405405405405406,0.16216216216216217,138,389,221,26,24,116,0,120,87,0,8
Spyware-TIBS-4579cff31815c40492e3f2dd85eb22f5084a96d95d850a31d48bd79553fe42b4-10.raw,40,16,9.575,0,203.15,1507,37.675,8126,203.15,0,644,2865,43,693,671,98,603,113,160,233,43,82,43,0.02827087442472058,0.05391190006574622,0.02827087442472058,3,3,18,1.0,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.1,0.05,0.15,138,389,221,26,24,116,0,119,87,0,8
Spyware-TIBS-954f736dfd60b84b6e7b02b873945bb19058beb1f7be314716f5c924f632f598-9.raw,34,13,10.911764705882353,0,210.26470588235293,1314,38.64705882352941,7149,210.26470588235293,0,591,2479,36,575,623,85,494,103,112,208,39,72,39,0.028846153846153848,0.05325443786982249,0.028846153846153848,2,2,12,1.0,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.11764705882352941,0.058823529411764705,0.17647058823529413,138,389,221,26,24,116,0,118,88,0,8
Spyware-TIBS-5045036bec213df4c03e57feb5f3b97b6e676eb3a1ab220d1596ad71f3246baa-1.raw,42,16,10.785714285714286,0,217.38095238095238,1680,40.0,9130,217.38095238095238,0,678,3166,45,734,844,105,691,125,180,269,54,95,54,0.031159838430467397,0.054818234275822275,0.031159838430467397,4,282,24,1.0,1,0,1,1,5,3,7,0.023255813953488372,0.0,0.023255813953488372,0.023255813953488372,0.11627906976744186,0.06976744186046512,0.16279069767441862,138,389,221,26,24,116,0,122,87,0,8
Spyware-TIBS-992eed3db41572414b500aecbe50a54ccd1e5faa2561dec87e1fe3c2db678f44-3.raw,44,17,9.590909090909092,0,199.88636363636363,1667,37.88636363636363,8795,199.88636363636363,0,665,3067,47,695,770,109,649,126,180,270,46,89,46,0.026884862653419054,0.05201636469900643,0.026884862653419054,3,3,18,1.0,1,0,1,1,5,3,7,0.022222222222222223,0.0,0.022222222222222223,0.022222222222222223,0.1111111111111111,0.06666666666666667,0.15555555555555556,138,389,221,26,24,116,0,122,86,0,8
Spyware-TIBS-4754c35288a9488036c211c68f36f86496240000164edd36f9eaaeed12e65dbf-5.raw,37,14,9.91891891891892,0,183.43243243243242,1337,36.13513513513514,6788,188.55555555555554,0,794,2048,37,515,610,90,476,101,111,216,45,81,45,0.03260869565217391,0.058695652173913045,0.03260869565217391,62,18505,372,12.4,0,0,1,0,5,2,6,0.0,0.0,0.02702702702702703,0.0,0.13513513513513514,0.05405405405405406,0.16216216216216217,137,385,220,26,23,114,0,116,88,0,8
Spyware-TIBS-6666171e4b060f807fe35397acf8a6b5851d02614d02d63d32142e126aac932d-6.raw,38,15,10.052631578947368,0,213.0,1484,39.05263157894737,8094,213.0,0,628,2854,41,677,674,94,600,116,160,239,42,79,42,0.027796161482461945,0.05228325612177366,0.027796161482461945,3,3,18,1.0,2,0,2,2,6,4,8,0.05,0.0,0.05,0.05,0.15,0.1,0.2,138,389,221,26,24,116,0,121,88,0,8
Spyware-TIBS-7651d72f90c1aaecc18a032dd6140ec4def8a836e7efcfc83b9a3389345dcb10-8.raw,40,16,9.475,0,203.25,1505,37.625,8130,203.25,0,645,2871,43,696,675,98,604,113,159,233,44,83,44,0.02894736842105263,0.05460526315789474,0.02894736842105263,4,4,24,1.0,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.1,0.05,0.15,138,389,221,26,24,116,0,119,86,0,8
Spyware-TIBS-3760770f4e0ecfe15d832609a805cbe1f8f32ca7e011fd5c6a0ad98750afe2e8-9.raw,42,18,9.547619047619047,0,203.92857142857142,1550,36.904761904761905,8568,219.69230769230768,0,850,2892,42,701,721,97,650,119,169,252,43,81,43,0.02754644458680333,0.051889814221652786,0.02754644458680333,90,21599,540,18.0,0,0,3,0,7,2,9,0.0,0.0,0.07142857142857142,0.0,0.16666666666666666,0.047619047619047616,0.21428571428571427,138,389,221,26,24,116,0,119,87,0,8
Spyware-TIBS-2361f526473d9f47642b2c9504cf0e0ffa62f222eccbdf665035ad4658cfb915-4.raw,45,18,9.222222222222221,0,196.8,1683,37.4,8857,201.29545454545453,0,694,3089,47,712,761,109,622,128,188,275,55,98,55,0.03170028818443804,0.05648414985590778,0.03170028818443804,6,7,36,1.2,0,0,1,0,5,2,7,0.0,0.0,0.022222222222222223,0.0,0.1111111111111111,0.044444444444444446,0.15555555555555556,138,389,221,26,24,116,0,122,86,0,8
Spyware-TIBS-954f736dfd60b84b6e7b02b873945bb19058beb1f7be314716f5c924f632f598-3.raw,32,13,12.21875,0,189.8125,1174,36.6875,6074,189.8125,0,549,1927,33,435,662,81,406,92,86,188,36,67,36,0.02977667493796526,0.055417700578990904,0.02977667493796526,2,2,12,1.0,2,0,2,2,6,4,7,0.058823529411764705,0.0,0.058823529411764705,0.058823529411764705,0.17647058823529413,0.11764705882352941,0.20588235294117646,137,385,220,26,23,114,0,115,88,0,8
Spyware-TIBS-306cacba59ca07650c4ff93e770a530fee5ab0bd21fbbdacc6450bf5f8227b66-6.raw,36,14,10.13888888888889,0,195.88888888888889,1349,37.47222222222222,7053,201.5142857142857,0,983,2080,36,529,610,88,487,98,111,213,44,78,44,0.03163191948238677,0.056074766355140186,0.03163191948238677,62,18505,372,12.4,0,0,1,0,5,2,6,0.0,0.0,0.027777777777777776,0.0,0.1388888888888889,0.05555555555555555,0.16666666666666666,137,378,219,26,21,110,0,113,88,0,8
Spyware-TIBS-570dbd214653ec1c9b7ff1f2c119060a7cacc28549706ece5f233ebdc05b1518-5.raw,35,14,9.914285714285715,0,176.14285714285714,1247,35.628571428571426,6165,176.14285714285714,0,571,1992,36,464,556,87,414,95,87,191,38,72,38,0.029595015576323987,0.056074766355140186,0.029595015576323987,2,2,12,1.0,0,0,0,0,4,2,5,0.0,0.0,0.0,0.0,0.11428571428571428,0.05714285714285714,0.14285714285714285,137,385,220,26,23,114,0,115,88,0,8
Spyware-TIBS-8217ae4fbd1555e6e06a5d3f18231377941f07d100b5ad62a8b31b9f1b64703e-2.raw,43,17,10.116279069767442,0,210.93023255813952,1722,40.04651162790697,9070,210.93023255813952,0,671,3091,46,784,797,107,665,128,207,274,51,93,51,0.02878103837471783,0.05248306997742664,0.02878103837471783,3,3,18,1.0,5,0,5,5,9,7,11,0.10416666666666667,0.0,0.10416666666666667,0.10416666666666667,0.1875,0.14583333333333334,0.22916666666666666,138,389,221,26,24,116,0,122,86,0,8
Spyware-TIBS-3031e4fc4cab067dba86e6f667dfaf323a996c8a112776899d692d8af34b21b2-2.raw,41,16,10.512195121951219,0,212.2439024390244,1621,39.53658536585366,8702,212.2439024390244,0,651,3039,44,674,792,103,644,126,181,268,47,87,47,0.028194361127774445,0.052189562087582485,0.028194361127774445,3,3,18,1.0,3,0,3,3,7,5,9,0.06818181818181818,0.0,0.06818181818181818,0.06818181818181818,0.1590909090909091,0.11363636363636363,0.20454545454545456,138,389,221,26,24,116,0,123,87,0,8
Spyware-TIBS-306cacba59ca07650c4ff93e770a530fee5ab0bd21fbbdacc6450bf5f8227b66-7.raw,38,14,10.131578947368421,0,194.5,1411,37.13157894736842,7392,199.78378378378378,0,1001,2188,37,542,653,92,517,104,117,219,45,81,45,0.030949105914718018,0.05570839064649243,0.030949105914718018,62,18505,372,12.4,0,0,1,0,5,2,7,0.0,0.0,0.02631578947368421,0.0,0.13157894736842105,0.05263157894736842,0.18421052631578946,137,378,219,26,21,110,0,117,88,0,8
Spyware-TIBS-4579cff31815c40492e3f2dd85eb22f5084a96d95d850a31d48bd79553fe42b4-9.raw,40,16,9.55,0,203.475,1507,37.675,8139,203.475,0,645,2873,43,693,675,98,603,113,160,233,43,82,43,0.028252299605781867,0.05387647831800263,0.028252299605781867,3,3,18,1.0,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.1,0.05,0.15,138,389,221,26,24,116,0,119,87,0,8
Spyware-TIBS-992eed3db41572414b500aecbe50a54ccd1e5faa2561dec87e1fe3c2db678f44-8.raw,40,16,9.625,0,203.825,1506,37.65,8153,203.825,0,647,2878,43,693,678,98,603,113,161,233,43,82,43,0.028326745718050064,0.05401844532279315,0.028326745718050064,3,3,18,1.0,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.1,0.05,0.15,138,389,221,26,24,116,0,119,86,0,8
Spyware-TIBS-0149e4302db69ee3430709369101d4e70f5d8bfce7c76555cb835f4862a03879-5.raw,35,14,10.114285714285714,0,192.62857142857143,1280,36.57142857142857,6743,198.3235294117647,0,978,1994,35,463,585,86,463,98,100,210,38,71,38,0.028875379939209727,0.053951367781155016,0.028875379939209727,60,18558,360,15.0,0,0,1,0,5,2,6,0.0,0.0,0.02857142857142857,0.0,0.14285714285714285,0.05714285714285714,0.17142857142857143,137,385,220,26,23,114,0,115,88,0,8
Spyware-TIBS-87163ea3765848c449bf0ff0549bacf6a38706b9004b2262e20b822fb5f4e852-10.raw,35,13,10.371428571428572,0,215.05714285714285,1384,39.542857142857144,7527,215.05714285714285,0,625,2631,37,603,631,88,570,107,136,223,42,76,42,0.029871977240398292,0.05405405405405406,0.029871977240398292,2,2,12,1.0,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.11428571428571428,0.05714285714285714,0.17142857142857143,138,389,221,26,24,116,0,120,87,0,8
Spyware-TIBS-4754c35288a9488036c211c68f36f86496240000164edd36f9eaaeed12e65dbf-2.raw,37,14,11.297297297297296,0,188.1891891891892,1324,35.78378378378378,6964,193.44444444444446,0,796,2035,37,512,710,90,470,101,108,216,43,78,43,0.0315018315018315,0.05714285714285714,0.0315018315018315,57,18455,342,11.4,0,0,1,0,5,2,6,0.0,0.0,0.02702702702702703,0.0,0.13513513513513514,0.05405405405405406,0.16216216216216217,137,385,220,26,23,114,0,116,88,0,8
Spyware-TIBS-4754c35288a9488036c211c68f36f86496240000164edd36f9eaaeed12e65dbf-7.raw,37,14,10.297297297297296,0,192.35135135135135,1377,37.21621621621622,7118,197.72222222222223,0,809,2163,37,538,648,90,507,102,116,217,47,82,47,0.03305203938115331,0.057665260196905765,0.03305203938115331,62,18505,372,12.4,0,0,1,0,5,2,6,0.0,0.0,0.02702702702702703,0.0,0.13513513513513514,0.05405405405405406,0.16216216216216217,137,378,219,26,21,110,0,116,88,0,8
Spyware-TIBS-6666171e4b060f807fe35397acf8a6b5851d02614d02d63d32142e126aac932d-3.raw,41,16,10.121951219512194,0,210.21951219512195,1615,39.390243902439025,8619,210.21951219512195,0,644,3004,44,675,757,103,643,126,179,267,46,86,46,0.027710843373493974,0.051807228915662654,0.027710843373493974,3,3,18,1.0,1,0,1,1,5,3,7,0.023809523809523808,0.0,0.023809523809523808,0.023809523809523808,0.11904761904761904,0.07142857142857142,0.16666666666666666,138,389,221,26,24,116,0,122,88,0,8
Spyware-TIBS-979db6d35d22f609cbdd3515bea40d29c89bf89364999c4218ab5dfffd7fc11a-10.raw,41,15,9.512195121951219,0,214.21951219512195,1593,38.853658536585364,8784,219.6,0,1046,2884,43,736,688,98,618,120,174,262,49,88,49,0.029878048780487804,0.05365853658536585,0.029878048780487804,63,18506,378,10.5,0,0,1,0,5,2,6,0.0,0.0,0.024390243902439025,0.0,0.12195121951219512,0.04878048780487805,0.14634146341463414,138,389,221,26,24,116,0,121,88,0,8
Spyware-TIBS-961bfaad26e065fccd479a8aea79ac6f02bfed983259420097133a86e0fc2d21-8.raw,36,14,10.305555555555555,0,199.47222222222223,1355,37.638888888888886,7182,205.2,0,993,2147,36,491,624,88,517,104,108,214,41,75,41,0.029411764705882353,0.05380200860832138,0.029411764705882353,60,18558,360,15.0,0,0,1,0,5,2,6,0.0,0.0,0.027777777777777776,0.0,0.1388888888888889,0.05555555555555555,0.16666666666666666,138,378,219,26,21,110,0,117,88,0,8
Spyware-TIBS-961bfaad26e065fccd479a8aea79ac6f02bfed983259420097133a86e0fc2d21-7.raw,35,14,10.485714285714286,0,201.68571428571428,1321,37.74285714285714,7060,207.64705882352942,0,987,2107,35,483,616,86,493,99,107,211,41,74,41,0.030147058823529412,0.054411764705882354,0.030147058823529412,60,18558,360,15.0,0,0,1,0,5,2,6,0.0,0.0,0.02857142857142857,0.0,0.14285714285714285,0.05714285714285714,0.17142857142857143,137,378,219,26,21,110,0,116,88,0,8
Spyware-TIBS-961bfaad26e065fccd479a8aea79ac6f02bfed983259420097133a86e0fc2d21-2.raw,37,14,11.405405405405405,0,189.27027027027026,1328,35.891891891891895,7004,194.55555555555554,0,783,2061,37,512,729,90,470,101,108,218,43,78,43,0.031409788166544925,0.05697589481373265,0.031409788166544925,57,18517,342,11.4,0,0,1,0,5,2,6,0.0,0.0,0.02702702702702703,0.0,0.13513513513513514,0.05405405405405406,0.16216216216216217,137,385,220,26,23,114,0,116,88,0,8
Spyware-TIBS-0149e4302db69ee3430709369101d4e70f5d8bfce7c76555cb835f4862a03879-4.raw,35,14,10.085714285714285,0,189.97142857142856,1277,36.48571428571429,6650,195.58823529411765,0,973,1922,35,460,576,86,462,98,98,210,37,70,37,0.028201219512195123,0.053353658536585365,0.028201219512195123,60,18558,360,15.0,0,0,1,0,5,2,6,0.0,0.0,0.02857142857142857,0.0,0.14285714285714285,0.05714285714285714,0.17142857142857143,137,385,220,26,23,114,0,115,88,0,8
Spyware-TIBS-5045036bec213df4c03e57feb5f3b97b6e676eb3a1ab220d1596ad71f3246baa-9.raw,40,16,10.0,0,214.4,1580,39.5,8576,214.4,0,672,3018,43,750,711,98,648,116,171,248,55,94,55,0.03426791277258567,0.058566978193146414,0.03426791277258567,4,282,24,1.0,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.1,0.05,0.15,138,389,221,26,24,116,0,119,87,0,8
Spyware-TIBS-4579cff31815c40492e3f2dd85eb22f5084a96d95d850a31d48bd79553fe42b4-7.raw,41,16,9.341463414634147,0,201.1951219512195,1542,37.609756097560975,8249,201.1951219512195,0,646,2895,44,703,682,100,605,116,161,236,44,84,44,0.028115015974440896,0.0536741214057508,0.028115015974440896,3,3,18,1.0,2,0,2,2,6,4,8,0.046511627906976744,0.0,0.046511627906976744,0.046511627906976744,0.13953488372093023,0.09302325581395349,0.18604651162790697,138,389,221,26,24,116,0,119,87,0,8
Spyware-TIBS-78791f14568516cded277d28fae715f599d5074532d9a5f41fd1f0a14d648db2-6.raw,44,16,9.454545454545455,0,205.3181818181818,1686,38.31818181818182,9035,210.11627906976744,0,875,3006,46,743,753,109,668,128,197,283,52,94,52,0.030179918746372606,0.054556006964596636,0.030179918746372606,63,18506,378,10.5,2,0,3,2,7,4,9,0.043478260869565216,0.0,0.06521739130434782,0.043478260869565216,0.15217391304347827,0.08695652173913043,0.1956521739130435,138,389,221,26,24,116,0,122,87,0,8
Spyware-TIBS-98f79b05b432de9dd246e9fec02ce0e37acbfbe0798d10c621c0b397e05ea470-2.raw,32,13,12.25,0,193.34375,1176,36.75,6187,193.34375,0,561,1942,33,435,655,81,406,92,86,188,36,67,36,0.02972749793559042,0.05532617671345995,0.02972749793559042,2,2,12,1.0,1,0,1,1,5,3,6,0.030303030303030304,0.0,0.030303030303030304,0.030303030303030304,0.15151515151515152,0.09090909090909091,0.18181818181818182,137,385,220,26,23,114,0,115,88,0,8
Spyware-TIBS-404929a7b78f384d1d1715f06d93c3cf0301d8027cb5e721ffff4d89e1b7da7c-9.raw,40,16,9.6,0,203.675,1509,37.725,8147,203.675,0,648,2874,43,696,674,98,602,113,161,232,43,82,43,0.02827087442472058,0.05391190006574622,0.02827087442472058,3,3,18,1.0,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.1,0.05,0.15,138,389,221,26,24,116,0,119,87,0,8
Spyware-TIBS-327c5b55bece5d32b51b019eae79acd917c944de61153db2fea6a3f59b070a97-2.raw,32,13,12.4375,0,193.6875,1174,36.6875,6198,193.6875,0,560,1947,33,434,667,81,406,92,86,188,36,67,36,0.02977667493796526,0.055417700578990904,0.02977667493796526,2,2,12,1.0,2,0,2,2,6,4,7,0.058823529411764705,0.0,0.058823529411764705,0.058823529411764705,0.17647058823529413,0.11764705882352941,0.20588235294117646,137,385,220,26,23,114,0,115,88,0,8
Spyware-TIBS-404929a7b78f384d1d1715f06d93c3cf0301d8027cb5e721ffff4d89e1b7da7c-5.raw,43,17,9.279069767441861,0,198.30232558139534,1620,37.674418604651166,8527,198.30232558139534,0,662,2976,46,693,709,107,614,123,178,264,46,88,46,0.027744270205066344,0.05307599517490953,0.027744270205066344,3,3,18,1.0,1,0,1,1,5,3,7,0.022727272727272728,0.0,0.022727272727272728,0.022727272727272728,0.11363636363636363,0.06818181818181818,0.1590909090909091,138,389,221,26,24,116,0,122,87,0,8
Spyware-TIBS-505c865b3cadf62b53d15f53d6d9a4293f7d7287fc88b54fa2b19974b3338a57-7.raw,37,15,10.027027027027026,0,190.24324324324326,1398,37.78378378378378,7039,190.24324324324326,0,601,2193,38,630,616,91,468,106,165,215,43,80,43,0.029861111111111113,0.05555555555555555,0.029861111111111113,2,2,12,1.0,1,0,1,1,5,3,7,0.02631578947368421,0.0,0.02631578947368421,0.02631578947368421,0.13157894736842105,0.07894736842105263,0.18421052631578946,137,387,221,26,23,115,0,117,88,0,8
