Filename,pslist.nproc,pslist.nppid,pslist.avg_threads,pslist.nprocs64bit,pslist.avg_handlers,dlllist.ndlls,dlllist.avg_dlls_per_proc,handles.nhandles,handles.avg_handles_per_proc,handles.nport,handles.nfile,handles.nevent,handles.ndesktop,handles.nkey,handles.nthread,handles.ndirectory,handles.nsemaphore,handles.ntimer,handles.nsection,handles.nmutant,ldrmodules.not_in_load,ldrmodules.not_in_init,ldrmodules.not_in_mem,ldrmodules.not_in_load_avg,ldrmodules.not_in_init_avg,ldrmodules.not_in_mem_avg,malfind.ninjections,malfind.commitCharge,malfind.protection,malfind.uniqueInjections,psxview.not_in_pslist,psxview.not_in_eprocess_pool,psxview.not_in_ethread_pool,psxview.not_in_pspcid_list,psxview.not_in_csrss_handles,psxview.not_in_session,psxview.not_in_deskthrd,psxview.not_in_pslist_false_avg,psxview.not_in_eprocess_pool_false_avg,psxview.not_in_ethread_pool_false_avg,psxview.not_in_pspcid_list_false_avg,psxview.not_in_csrss_handles_false_avg,psxview.not_in_session_false_avg,psxview.not_in_deskthrd_false_avg,modules.nmodules,svcscan.nservices,svcscan.kernel_drivers,svcscan.fs_drivers,svcscan.process_services,svcscan.shared_process_services,svcscan.interactive_process_services,svcscan.nactive,callbacks.ncallbacks,callbacks.nanonymous,callbacks.ngeneric
Spyware-TIBS-10ef7e0a4f5ea636cdbf2eeeb6403c3ab328568bf47e67dc37b2a73b82bd06d4-1.raw,22,8,16.227272727272727,0,243.4090909090909,934,42.45454545454545,5355,243.4090909090909,0,478,1673,23,345,593,61,376,85,71,170,24,45,24,0.025078369905956112,0.047021943573667714,0.025078369905956112,1,1,6,1.0,0,0,0,0,4,2,4,0.0,0.0,0.0,0.0,0.18181818181818182,0.09090909090909091,0.18181818181818182,137,385,220,26,23,114,0,114,88,0,8
Spyware-TIBS-10f9ff1e9f0cddbac2bf5dd5921a15f8c925fa57b2a1d2f9f10772a3b6bba6b2-9.raw,27,9,13.37037037037037,0,264.9259259259259,1212,44.888888888888886,7153,264.9259259259259,0,541,2576,30,556,627,71,518,107,134,216,30,56,30,0.024174053182917002,0.045124899274778404,0.024174053182917002,2,2,12,1.0,0,0,0,0,4,2,5,0.0,0.0,0.0,0.0,0.14814814814814814,0.07407407407407407,0.18518518518518517,138,389,221,26,24,116,0,120,88,0,8
Spyware-TIBS-8b374a972ae3f2aa202e216b2ebb61cd7668d1e3803cfcc9bdeb9f7e1a0e70c2-4.raw,22,8,14.045454545454545,0,232.63636363636363,936,42.54545454545455,5118,232.63636363636363,0,470,1623,23,353,503,61,376,85,71,170,25,46,25,0.026041666666666668,0.04791666666666667,0.026041666666666668,1,1,6,1.0,2,0,2,2,6,4,7,0.08333333333333333,0.0,0.08333333333333333,0.08333333333333333,0.25,0.16666666666666666,0.2916666666666667,137,385,220,26,23,114,0,114,88,0,8
Spyware-TIBS-8dc489ff4bb652a015176896e29487c60c306a301e7e19e17fc8c357d8265615-1.raw,22,8,16.454545454545453,0,244.8181818181818,934,42.45454545454545,5386,244.8181818181818,0,478,1687,23,345,612,61,376,85,71,170,24,45,24,0.025078369905956112,0.047021943573667714,0.025078369905956112,1,1,6,1.0,2,0,2,2,6,4,6,0.08333333333333333,0.0,0.08333333333333333,0.08333333333333333,0.25,0.16666666666666666,0.25,137,385,220,26,23,114,0,114,88,0,8
Spyware-TIBS-6e996c9ce02c848f4a648e77d67ca89da64badb09faf00c5edbdea6cf7e2b93d-10.raw,29,10,13.0,0,261.7241379310345,1322,45.58620689655172,7590,261.7241379310345,0,554,2691,32,578,675,79,611,113,158,243,34,62,34,0.025092250922509225,0.045756457564575644,0.025092250922509225,2,2,12,1.0,3,0,3,3,7,5,8,0.09375,0.0,0.09375,0.09375,0.21875,0.15625,0.25,138,389,221,26,24,116,0,120,88,0,8
Spyware-TIBS-92a05114ea36ed4ce64ac63d8b6472026537aedd164228ba9c18a95a44d4cbc3-4.raw,22,8,14.136363636363637,0,233.5,936,42.54545454545455,5137,233.5,0,470,1636,23,353,512,61,376,85,71,170,25,46,25,0.026041666666666668,0.04791666666666667,0.026041666666666668,1,1,6,1.0,0,0,0,0,4,2,5,0.0,0.0,0.0,0.0,0.18181818181818182,0.09090909090909091,0.22727272727272727,137,385,220,26,23,114,0,114,88,0,8
Spyware-TIBS-8b374a972ae3f2aa202e216b2ebb61cd7668d1e3803cfcc9bdeb9f7e1a0e70c2-3.raw,22,8,16.318181818181817,0,241.6818181818182,936,42.54545454545455,5317,241.6818181818182,0,475,1684,23,353,595,61,376,85,71,170,25,46,25,0.026041666666666668,0.04791666666666667,0.026041666666666668,1,1,6,1.0,2,0,2,2,6,4,7,0.08333333333333333,0.0,0.08333333333333333,0.08333333333333333,0.25,0.16666666666666666,0.2916666666666667,137,385,220,26,23,114,0,114,88,0,8
Spyware-TIBS-90c50fdd82efd7f377529b07f07b58d9c836a94bbee69bc016385c907f926021-3.raw,22,8,16.318181818181817,0,239.95454545454547,936,42.54545454545455,5279,239.95454545454547,0,470,1684,23,353,609,61,376,85,71,170,25,46,25,0.026041666666666668,0.04791666666666667,0.026041666666666668,1,1,6,1.0,0,0,0,0,4,2,5,0.0,0.0,0.0,0.0,0.18181818181818182,0.09090909090909091,0.22727272727272727,137,385,220,26,23,114,0,114,88,0,8
Spyware-TIBS-56d78fb94fce19e41d4fd8aa8cc8e76887afbe16f9d0ddf162abf6bbba3cc1e7-6.raw,22,8,13.681818181818182,0,235.13636363636363,939,42.68181818181818,5173,235.13636363636363,0,479,1691,23,356,485,61,376,85,73,170,26,47,26,0.026970954356846474,0.0487551867219917,0.026970954356846474,1,1,6,1.0,0,0,0,0,4,2,5,0.0,0.0,0.0,0.0,0.18181818181818182,0.09090909090909091,0.22727272727272727,137,385,220,26,23,114,0,114,88,0,8
Spyware-TIBS-25ac33bc94decabf1572c58b136cd489a8ec017b0d1ea345b6e37a84423ca2d8-1.raw,22,8,16.454545454545453,0,244.4090909090909,934,42.45454545454545,5377,244.4090909090909,0,478,1682,23,345,607,61,376,85,71,170,24,45,24,0.025078369905956112,0.047021943573667714,0.025078369905956112,1,1,6,1.0,1,0,1,1,5,3,5,0.043478260869565216,0.0,0.043478260869565216,0.043478260869565216,0.21739130434782608,0.13043478260869565,0.21739130434782608,137,385,220,26,23,114,0,114,88,0,8
Spyware-TIBS-90c50fdd82efd7f377529b07f07b58d9c836a94bbee69bc016385c907f926021-8.raw,27,9,13.592592592592593,0,266.18518518518516,1212,44.888888888888886,7187,266.18518518518516,0,541,2595,30,556,645,71,518,107,134,216,30,56,30,0.024174053182917002,0.045124899274778404,0.024174053182917002,2,2,12,1.0,0,0,0,0,4,2,5,0.0,0.0,0.0,0.0,0.14814814814814814,0.07407407407407407,0.18518518518518517,138,389,221,26,24,116,0,120,88,0,8
Spyware-TIBS-8fdea52e2c3a415a4be17226fc6cd3fe62e4b49fc156b4a828a0bec730b1cdc5-7.raw,27,9,14.037037037037036,0,269.14814814814815,1217,45.074074074074076,7267,269.14814814814815,0,547,2627,30,555,670,71,518,107,134,218,30,56,30,0.024077046548956663,0.0449438202247191,0.024077046548956663,2,2,12,1.0,0,0,0,0,4,2,5,0.0,0.0,0.0,0.0,0.14814814814814814,0.07407407407407407,0.18518518518518517,138,389,221,26,24,116,0,120,88,0,8
Spyware-TIBS-85ae85a36eb35350175eb3c1b00dcab52d5fe726bab65975a6bb3177c8719da6-7.raw,27,9,14.037037037037036,0,268.962962962963,1212,44.888888888888886,7262,268.962962962963,0,542,2628,30,555,671,71,518,107,134,216,30,56,30,0.024174053182917002,0.045124899274778404,0.024174053182917002,2,2,12,1.0,0,0,0,0,4,2,5,0.0,0.0,0.0,0.0,0.14814814814814814,0.07407407407407407,0.18518518518518517,138,389,221,26,24,116,0,120,88,0,8
Spyware-TIBS-8dc489ff4bb652a015176896e29487c60c306a301e7e19e17fc8c357d8265615-7.raw,27,9,14.0,0,269.48148148148147,1212,44.888888888888886,7276,269.48148148148147,0,542,2632,30,555,675,71,518,107,134,216,30,56,30,0.024174053182917002,0.045124899274778404,0.024174053182917002,2,2,12,1.0,0,0,0,0,4,2,5,0.0,0.0,0.0,0.0,0.14814814814814814,0.07407407407407407,0.18518518518518517,138,389,221,26,24,116,0,120,88,0,8
Spyware-TIBS-97a0246b1c3df21db4449c71eabd9e2e4c622adfc1c6d9a86e151c844c6f4c30-2.raw,22,8,16.454545454545453,0,243.86363636363637,934,42.45454545454545,5365,243.86363636363637,0,478,1681,23,345,609,61,376,85,71,170,24,45,24,0.025078369905956112,0.047021943573667714,0.025078369905956112,1,1,6,1.0,0,0,0,0,4,2,5,0.0,0.0,0.0,0.0,0.18181818181818182,0.09090909090909091,0.22727272727272727,137,385,220,26,23,114,0,114,88,0,8
Spyware-TIBS-6c524355af15275aa5b7f957574769ce268cbe125214f26c32a1037bc831ee8d-1.raw,22,8,16.727272727272727,0,244.9090909090909,934,42.45454545454545,5388,244.9090909090909,0,477,1689,23,345,616,61,376,85,71,170,24,45,24,0.025078369905956112,0.047021943573667714,0.025078369905956112,1,1,6,1.0,0,0,0,0,4,2,4,0.0,0.0,0.0,0.0,0.18181818181818182,0.09090909090909091,0.18181818181818182,137,385,220,26,23,114,0,114,88,0,8
Spyware-TIBS-6c020f140af8dd853073669a31bb0996b4f0a332a4a3b23b3e708d311b9ec587-6.raw,22,8,13.772727272727273,0,234.6818181818182,939,42.68181818181818,5163,234.6818181818182,0,474,1683,23,356,486,61,376,85,73,170,26,47,26,0.026970954356846474,0.0487551867219917,0.026970954356846474,1,1,6,1.0,0,0,0,0,4,2,5,0.0,0.0,0.0,0.0,0.18181818181818182,0.09090909090909091,0.22727272727272727,137,385,220,26,23,114,0,114,88,0,8
Spyware-TIBS-7c5d590afd39575ec7211e69d22acd56638f9356d955ac4ebca7bc93ad4f439b-7.raw,27,9,14.074074074074074,0,269.2962962962963,1212,44.888888888888886,7271,269.2962962962963,0,542,2633,30,555,675,71,518,107,134,216,30,56,30,0.024174053182917002,0.045124899274778404,0.024174053182917002,2,2,12,1.0,0,0,0,0,4,2,5,0.0,0.0,0.0,0.0,0.14814814814814814,0.07407407407407407,0.18518518518518517,138,389,221,26,24,116,0,120,87,0,8
Spyware-TIBS-85ae85a36eb35350175eb3c1b00dcab52d5fe726bab65975a6bb3177c8719da6-2.raw,22,8,16.40909090909091,0,244.27272727272728,936,42.54545454545455,5374,244.27272727272728,0,480,1693,23,353,597,61,376,85,71,170,25,46,25,0.026041666666666668,0.04791666666666667,0.026041666666666668,1,1,6,1.0,0,0,0,0,4,2,5,0.0,0.0,0.0,0.0,0.18181818181818182,0.09090909090909091,0.22727272727272727,137,385,220,26,23,114,0,114,88,0,8
Spyware-TIBS-9aa88b8359d2090f6588d882078813d7c548776d7403627c25f1091a0564fce6-7.raw,22,8,13.681818181818182,0,233.77272727272728,931,42.31818181818182,5143,233.77272727272728,0,479,1679,23,349,491,61,372,85,72,170,21,42,21,0.022082018927444796,0.04416403785488959,0.022082018927444796,1,1,6,1.0,0,0,0,0,4,2,5,0.0,0.0,0.0,0.0,0.18181818181818182,0.09090909090909091,0.22727272727272727,137,385,220,26,23,114,0,114,88,0,8
Spyware-TIBS-7cbae8b99aad8d5f683842fe9b1d44647599dfa2c73feac803baa1f9cbf789a8-8.raw,27,9,13.592592592592593,0,266.25925925925924,1212,44.888888888888886,7189,266.25925925925924,0,541,2592,30,554,643,71,518,107,134,216,30,56,30,0.024174053182917002,0.045124899274778404,0.024174053182917002,2,2,12,1.0,0,0,0,0,4,2,5,0.0,0.0,0.0,0.0,0.14814814814814814,0.07407407407407407,0.18518518518518517,138,389,221,26,24,116,0,120,88,0,8
Spyware-TIBS-25ac33bc94decabf1572c58b136cd489a8ec017b0d1ea345b6e37a84423ca2d8-10.raw,29,10,12.724137931034482,0,261.62068965517244,1330,45.86206896551724,7587,261.62068965517244,0,554,2686,32,578,664,79,611,113,158,247,34,62,34,0.024944974321349962,0.04548789435069699,0.024944974321349962,2,2,12,1.0,2,0,2,2,6,4,8,0.06451612903225806,0.0,0.06451612903225806,0.06451612903225806,0.1935483870967742,0.12903225806451613,0.25806451612903225,138,389,221,26,24,116,0,120,88,0,8
Spyware-TIBS-8d1b6b6cb2f44e01ad43b8efaebec065c4047400f1848f23a9e2034b3b710182-8.raw,27,9,13.703703703703704,0,266.9259259259259,1217,45.074074074074076,7207,266.9259259259259,0,541,2615,30,556,646,71,518,107,134,218,30,56,30,0.024077046548956663,0.0449438202247191,0.024077046548956663,2,2,12,1.0,0,0,0,0,4,2,5,0.0,0.0,0.0,0.0,0.14814814814814814,0.07407407407407407,0.18518518518518517,138,389,221,26,24,116,0,120,88,0,8
Spyware-TIBS-97a0246b1c3df21db4449c71eabd9e2e4c622adfc1c6d9a86e151c844c6f4c30-8.raw,27,9,13.407407407407407,0,265.4074074074074,1212,44.888888888888886,7166,265.4074074074074,0,541,2589,30,556,634,71,518,107,134,216,30,56,30,0.024174053182917002,0.045124899274778404,0.024174053182917002,2,2,12,1.0,0,0,0,0,4,2,5,0.0,0.0,0.0,0.0,0.14814814814814814,0.07407407407407407,0.18518518518518517,138,389,221,26,24,116,0,120,88,0,8
Spyware-TIBS-8d05ac658cc148b5089cba5909d167e79b2ee62d09dfdba71234792f184da271-2.raw,22,8,16.545454545454547,0,243.3181818181818,934,42.45454545454545,5353,243.3181818181818,0,477,1678,23,343,607,61,376,85,71,170,24,45,24,0.025078369905956112,0.047021943573667714,0.025078369905956112,1,1,6,1.0,0,0,0,0,4,2,5,0.0,0.0,0.0,0.0,0.18181818181818182,0.09090909090909091,0.22727272727272727,137,385,220,26,23,114,0,114,88,0,8
Spyware-TIBS-28e57139370f05830b5ffa383fde31916f358d49a03010d6cee044c63e852a82-5.raw,22,8,13.363636363636363,0,229.1818181818182,936,42.54545454545455,5042,229.1818181818182,0,470,1599,23,353,464,61,376,85,71,170,25,46,25,0.026041666666666668,0.04791666666666667,0.026041666666666668,1,1,6,1.0,0,0,0,0,4,2,5,0.0,0.0,0.0,0.0,0.18181818181818182,0.09090909090909091,0.22727272727272727,137,385,220,26,23,114,0,114,88,0,8
Spyware-TIBS-45f85eaf165337665b247db9aecc04e018d6402f73da2730fc66b885252abe7e-3.raw,22,8,16.181818181818183,0,241.27272727272728,936,42.54545454545455,5308,241.27272727272728,0,473,1691,23,353,608,61,376,85,71,170,25,46,25,0.026041666666666668,0.04791666666666667,0.026041666666666668,1,1,6,1.0,0,0,0,0,4,2,5,0.0,0.0,0.0,0.0,0.18181818181818182,0.09090909090909091,0.22727272727272727,137,385,220,26,23,114,0,114,88,0,8
Spyware-TIBS-49bb6d6117975b63789c7307ca5c4b166239b7d2c342f80a2487dfe99ef438f2-10.raw,29,10,13.0,0,262.41379310344826,1327,45.758620689655174,7610,262.41379310344826,0,554,2701,32,578,681,79,611,113,158,245,34,62,34,0.025,0.045588235294117645,0.025,2,2,12,1.0,4,0,4,4,8,6,9,0.12121212121212122,0.0,0.12121212121212122,0.12121212121212122,0.24242424242424243,0.18181818181818182,0.2727272727272727,138,389,221,26,24,116,0,120,88,0,8
Spyware-TIBS-7ee08dbd8e61fb131cc2258ad23f01c675265c04b502aa8676da524f962a98ab-5.raw,22,8,13.363636363636363,0,229.1818181818182,936,42.54545454545455,5042,229.1818181818182,0,470,1595,23,353,461,61,376,85,71,170,25,46,25,0.026041666666666668,0.04791666666666667,0.026041666666666668,1,1,6,1.0,0,0,0,0,4,2,5,0.0,0.0,0.0,0.0,0.18181818181818182,0.09090909090909091,0.22727272727272727,137,385,220,26,23,114,0,114,88,0,8
Spyware-TIBS-9c8a2292cad7ae8b939c0fb6a7369ee7a84c470bf463fa473805bfad8c69a7f9-2.raw,22,8,16.40909090909091,0,244.8181818181818,936,42.54545454545455,5386,244.8181818181818,0,480,1699,23,353,605,61,376,85,71,170,25,46,25,0.026041666666666668,0.04791666666666667,0.026041666666666668,1,1,6,1.0,0,0,0,0,4,2,5,0.0,0.0,0.0,0.0,0.18181818181818182,0.09090909090909091,0.22727272727272727,137,385,220,26,23,114,0,114,88,0,8
Spyware-TIBS-28e57139370f05830b5ffa383fde31916f358d49a03010d6cee044c63e852a82-6.raw,22,8,13.727272727272727,0,234.8181818181818,939,42.68181818181818,5166,234.8181818181818,0,474,1686,23,356,487,61,376,85,73,170,26,47,26,0.026970954356846474,0.0487551867219917,0.026970954356846474,1,1,6,1.0,0,0,0,0,4,2,5,0.0,0.0,0.0,0.0,0.18181818181818182,0.09090909090909091,0.22727272727272727,137,385,220,26,23,114,0,114,88,0,8
Spyware-TIBS-8dc489ff4bb652a015176896e29487c60c306a301e7e19e17fc8c357d8265615-5.raw,22,8,13.363636363636363,0,229.45454545454547,936,42.54545454545455,5048,229.45454545454547,0,470,1599,23,353,466,61,376,85,71,170,25,46,25,0.026041666666666668,0.04791666666666667,0.026041666666666668,1,1,6,1.0,0,0,0,0,4,2,5,0.0,0.0,0.0,0.0,0.18181818181818182,0.09090909090909091,0.22727272727272727,137,385,220,26,23,114,0,114,88,0,8
Spyware-TIBS-56d78fb94fce19e41d4fd8aa8cc8e76887afbe16f9d0ddf162abf6bbba3cc1e7-9.raw,28,10,13.607142857142858,0,268.85714285714283,1276,45.57142857142857,7528,268.85714285714283,0,554,2692,31,567,684,73,607,110,138,221,32,59,32,0.02448355011476664,0.045141545524101,0.02448355011476664,2,2,12,1.0,0,0,0,0,4,2,5,0.0,0.0,0.0,0.0,0.14285714285714285,0.07142857142857142,0.17857142857142858,138,389,221,26,24,116,0,120,88,0,8
Spyware-TIBS-49bb6d6117975b63789c7307ca5c4b166239b7d2c342f80a2487dfe99ef438f2-6.raw,22,8,13.727272727272727,0,234.72727272727272,939,42.68181818181818,5164,234.72727272727272,0,474,1686,23,356,485,61,376,85,73,170,26,47,26,0.026970954356846474,0.0487551867219917,0.026970954356846474,1,1,6,1.0,0,0,0,0,4,2,5,0.0,0.0,0.0,0.0,0.18181818181818182,0.09090909090909091,0.22727272727272727,137,385,220,26,23,114,0,114,88,0,8
Spyware-TIBS-7cbae8b99aad8d5f683842fe9b1d44647599dfa2c73feac803baa1f9cbf789a8-1.raw,22,8,16.681818181818183,0,244.9090909090909,934,42.45454545454545,5388,244.9090909090909,0,478,1688,23,343,614,61,376,85,71,170,24,45,24,0.025078369905956112,0.047021943573667714,0.025078369905956112,1,1,6,1.0,0,0,0,0,4,2,4,0.0,0.0,0.0,0.0,0.18181818181818182,0.09090909090909091,0.18181818181818182,137,385,220,26,23,114,0,114,88,0,8
Spyware-TIBS-6ff85480282c694f5e64a1fce32938d3f71e0f2aa3e91e8bc139184713b33c56-6.raw,22,8,13.727272727272727,0,235.0,939,42.68181818181818,5170,235.0,0,474,1687,23,356,485,61,376,85,73,170,26,47,26,0.026970954356846474,0.0487551867219917,0.026970954356846474,1,1,6,1.0,1,0,1,1,5,3,6,0.043478260869565216,0.0,0.043478260869565216,0.043478260869565216,0.21739130434782608,0.13043478260869565,0.2608695652173913,137,385,220,26,23,114,0,114,88,0,8
Spyware-TIBS-6e274cbbdefce4f2bcb3543da3f4043319541e51a110356e68cea2ae85153427-5.raw,22,8,13.454545454545455,0,229.77272727272728,936,42.54545454545455,5055,229.77272727272728,0,475,1603,23,355,466,61,376,85,71,170,25,46,25,0.026041666666666668,0.04791666666666667,0.026041666666666668,1,1,6,1.0,0,0,0,0,4,2,5,0.0,0.0,0.0,0.0,0.18181818181818182,0.09090909090909091,0.22727272727272727,137,385,220,26,23,114,0,114,88,0,8
Spyware-TIBS-10ef7e0a4f5ea636cdbf2eeeb6403c3ab328568bf47e67dc37b2a73b82bd06d4-3.raw,22,8,16.181818181818183,0,241.27272727272728,936,42.54545454545455,5308,241.27272727272728,0,473,1682,23,353,599,61,376,85,71,170,25,46,25,0.026041666666666668,0.04791666666666667,0.026041666666666668,1,1,6,1.0,0,0,0,0,4,2,5,0.0,0.0,0.0,0.0,0.18181818181818182,0.09090909090909091,0.22727272727272727,137,385,220,26,23,114,0,114,88,0,8
